,mt,ribo,n_cells_by_counts,mean_counts,pct_dropout_by_counts,total_counts,highly_variable,means,dispersions,dispersions_norm
LINC00115,False,False,10,0.0057770074,99.42229924898902,10.0,True,0.026996208617474607,1.4021604831015304,1.7306867
TNFRSF4,False,False,23,0.01502022,98.67128827267476,26.0,True,0.060029913658242104,1.2210779314048263,1.452655
ATAD3C,False,False,32,0.019064125,98.15135759676488,33.0,True,0.020779557865387956,1.0569682173213688,1.2006832
SKI,False,False,185,0.11900636,89.31253610629693,206.0,True,0.17993327663031844,1.3129801108696666,1.5937604
KCNAB2,False,False,465,0.35932988,73.13691507798961,622.0,True,0.21542521234853537,1.1824798601969377,1.3933921
ERRFI1,False,False,2,0.002310803,99.8844598497978,4.0,True,0.0501493924401537,2.8100829471195943,3.8923914
RERE,False,False,1228,1.5759677,29.058347775852113,2728.0,True,1.046548005215925,1.4701332679305477,1.3322449
SLC2A5,False,False,97,0.06643558,94.39630271519353,115.0,True,0.12217937817931852,1.8468822045086626,2.4135063
GPR157,False,False,28,0.016753322,98.38243789716927,29.0,True,0.022501967788481795,1.7120293633073052,2.206455
RBP7,False,False,4,0.00751011,99.7689196995956,13.0,True,0.08318420360002661,3.284255570649425,4.6204295
FBXO44,False,False,53,0.03235124,96.93818601964182,56.0,True,0.021733653967609252,1.4583687078695826,1.816988
AL357873.1,False,False,5,0.0028885037,99.71114962449451,5.0,True,0.020787401749231,1.5564662292840163,1.9676056
TMEM51,False,False,23,0.013864818,98.67128827267476,24.0,True,0.023349977808424884,1.6382806507401548,2.0932224
AL121992.1,False,False,5,0.0028885037,99.71114962449451,5.0,True,0.00980528796659544,1.1577255328759584,1.3553846
BX284668.5,False,False,59,0.034662046,96.59156556903524,60.0,True,0.041485225943962596,1.393993578693858,1.7181473
AL049569.1,False,False,33,0.019641826,98.09358752166378,34.0,True,0.037672922645080646,1.1543758963105757,1.3502417
TMCO4,False,False,131,0.08492201,92.43212016175622,147.0,True,0.12098893148123534,1.4900849998771024,1.8656847
CDA,False,False,8,0.004621606,99.53783939919121,8.0,True,0.015712105984055518,1.6321948442573342,2.0838783
HSPG2,False,False,118,0.073368,93.18313113807048,127.0,True,0.06564066898961615,1.1211980109959985,1.2993008
CDC42-AS1,False,False,41,0.03004044,97.631426920855,52.0,True,0.056133202385161896,1.2047109667697231,1.4275254
AL031428.1,False,False,271,0.18370883,84.34430964760254,318.0,True,0.20753866121275183,1.2450838165632794,1.4895133
ID3,False,False,21,0.023685731,98.78682842287695,41.0,True,0.09759241017587214,2.3260571377403783,3.1492248
RUNX3,False,False,220,0.14500289,87.29058347775852,251.0,True,0.13029439715100796,1.2560764502567776,1.5063913
SH3BGRL3,False,False,1443,2.7157712,16.637781629116123,4701.0,True,1.3006467696336748,1.6672050530446914,1.3640167
CD52,False,False,1196,2.393992,30.906990179087234,4144.0,True,0.9655708265397137,2.2837864859307992,2.690046
CRYBG2,False,False,2,0.0011554015,99.8844598497978,2.0,True,0.014025160220924392,1.517770700006878,1.908193
TRNP1,False,False,1,0.00057770073,99.94222992489891,1.0,True,0.009489708572551313,1.1248535892371425,1.3049135
CD164L2,False,False,1,0.00057770073,99.94222992489891,1.0,True,0.01308280287828285,1.4477441661540535,1.8006753
SESN2,False,False,38,0.023685731,97.80473714615829,41.0,True,0.06074637226756778,1.095102627130799,1.2592343
LAPTM5,False,False,1352,1.9560947,21.894858463316,3386.0,True,1.1374624339506862,1.7004615983255047,1.4156619
FAM167B,False,False,5,0.0028885037,99.71114962449451,5.0,True,0.009360594524854503,1.1110897750700668,1.2837807
ZBTB8A,False,False,407,0.30560368,76.48757943385327,529.0,True,0.2418795556317314,1.1587486481793734,1.3569555
GJA4,False,False,8,0.004621606,99.53783939919121,8.0,True,0.03484510703592228,2.276657109313691,3.0733767
OSCP1,False,False,62,0.035817448,96.41825534373196,62.0,True,0.03987548697959872,1.3044180633951743,1.5806143
CSF3R,False,False,856,1.0704795,50.54881571346043,1853.0,True,0.4692505260038018,1.491074021492863,2.2242093
ZC3H12A,False,False,50,0.029462738,97.11149624494512,51.0,True,0.029702187446656658,1.208597429135009,1.4334927
INPP5B,False,False,220,0.14326979,87.29058347775852,248.0,True,0.18921269423904613,1.1495844217011606,1.3428849
AL139260.1,False,False,59,0.036395147,96.59156556903524,63.0,True,0.056887522753750114,1.6169935881432933,2.0605385
RHBDL2,False,False,15,0.009243212,99.13344887348353,16.0,True,0.016736856291750313,1.182277595676384,1.3930815
COL9A2,False,False,29,0.017908724,98.32466782206816,31.0,True,0.035768185553252306,1.4116165886978251,1.7452054
SLFNL1-AS1,False,False,50,0.029462738,97.11149624494512,51.0,True,0.048065926206516334,1.1135442575091485,1.2875493
SLC2A1,False,False,160,0.109763145,90.75678798382438,190.0,True,0.20538242596702144,1.086317935590445,1.2457464
AL139289.2,False,False,26,0.01502022,98.49797804737146,26.0,True,0.03416816423607927,1.1111831357381075,1.2839241
KDM4A-AS1,False,False,74,0.043327555,95.72501444251877,75.0,True,0.0936182371910158,1.4871897156481657,1.8612393
CCDC24,False,False,63,0.03755055,96.36048526863085,65.0,True,0.05216598102254932,1.7120121798301837,2.2064288
RNF220,False,False,1306,2.3212016,24.55228191796649,4018.0,True,1.1020262086352794,1.634010008514861,1.3124669
ARMH1,False,False,972,1.3246678,43.8474870017331,2293.0,True,0.537012543842543,1.544231116616518,2.3422494
TSPAN1,False,False,3,0.0017331023,99.8266897746967,3.0,True,0.012249410812943885,1.3815058488215886,1.6989738
POMGNT1,False,False,167,0.10167533,90.3523974581167,176.0,True,0.12074117592097373,1.0718990840033984,1.2236079
EFCAB14,False,False,313,0.21028307,81.91796649335645,364.0,True,0.2778174453965737,1.6499819276594996,2.5770783
SPATA6,False,False,109,0.069901794,93.70306181398036,121.0,True,0.0868709109937445,1.0903402973131497,1.2519222
AL445685.1,False,False,9,0.0051993066,99.48006932409012,9.0,True,0.016490431670701647,1.6809339017712435,2.1587114
ECHDC2,False,False,131,0.08549971,92.43212016175622,148.0,True,0.046388991278015004,1.3711594751588476,1.6830882
YIPF1,False,False,136,0.08318891,92.14326978625073,144.0,True,0.12643832410108918,1.2678232731720687,1.5244272
TTC4,False,False,272,0.17793183,84.28653957250145,308.0,True,0.20644965508296712,1.0808751082490287,1.2373896
PLPP3,False,False,182,0.11611785,89.48584633160023,201.0,True,0.1500452510043463,1.2802555568106522,1.5435156
JUN,False,False,1049,4.332178,39.39919121894858,7499.0,True,1.613142160207449,3.4510534688559487,3.4178176
LEPR,False,False,194,0.1565569,88.79260543038706,271.0,True,0.28578204705915755,2.668934055761614,4.8397527
PDE4B,False,False,302,0.23974581,82.55343731946851,415.0,True,0.19837453407316102,1.0986174917653142,1.2646309
SGIP1,False,False,133,0.08954362,92.31658001155402,155.0,True,0.07229240875913841,1.2215144976076928,1.4533253
AL139147.1,False,False,3,0.0017331023,99.8266897746967,3.0,True,0.01067043215933259,1.2427135698306102,1.485874
IL12RB2,False,False,580,0.50375503,66.49335644136337,872.0,True,0.3835026957893428,1.2457916951547712,1.6795379
GNG12,False,False,3,0.002310803,99.8266897746967,4.0,True,0.01863437882461003,1.8042369309317288,2.3480294
GNG12-AS1,False,False,1,0.00057770073,99.94222992489891,1.0,True,0.016997441073669226,1.7114705902625313,2.2055972
ANKRD13C,False,False,398,0.27094164,77.00751010976315,469.0,True,0.26681494673106193,1.0837710489533952,1.241836
ZRANB2-AS1,False,False,2,0.0011554015,99.8844598497978,2.0,True,0.01023647776969926,1.2009772022195915,1.4217926
ZRANB2-AS2,False,False,34,0.022530328,98.03581744656267,39.0,True,0.05081835568230521,1.7076621552270144,2.1997497
NEGR1,False,False,435,0.4563836,74.87001733102254,790.0,True,0.46796977019307023,1.85851603993231,3.040147
AL513166.1,False,False,152,0.113807045,91.21894858463317,197.0,True,0.1362049823057685,1.138083503388969,1.3252265
AL583808.1,False,False,39,0.041016754,97.74696707105718,71.0,True,0.08581152542988142,1.789827249670942,2.3259048
SLC44A5,False,False,36,0.023685731,97.92027729636048,41.0,True,0.06166132690724725,1.126934422554083,1.3081083
ST6GALNAC3,False,False,112,0.080300406,93.52975158867707,139.0,True,0.13246277279799773,1.7623828272151623,2.283767
GIPC2,False,False,36,0.024263432,97.92027729636048,42.0,True,0.07485432460182351,2.976221107538075,4.1474776
AC103591.3,False,False,440,0.33853263,74.58116695551705,586.0,True,0.35149244143545594,1.3349464949069694,1.8775141
LINC01781,False,False,1,0.00057770073,99.94222992489891,1.0,True,0.01380009874215648,1.5014807620464525,1.8831817
ADGRL2,False,False,5,0.0034662045,99.71114962449451,6.0,True,0.02625846683459424,1.4592273713527393,1.8183063
LINC01725,False,False,94,0.06585789,94.56961294049682,114.0,True,0.1013563272480261,1.771817337104823,2.2982526
SYDE2,False,False,68,0.060658578,96.07163489312536,105.0,True,0.08634467686269372,1.4307141582181424,1.7745275
CCN1,False,False,22,0.01617562,98.72905834777586,28.0,True,0.0552865585675138,2.1215662876753276,2.8352523
COL24A1,False,False,595,0.55690354,65.6268053148469,964.0,True,0.4562565956532139,1.5210297450996961,2.2907286
GBP1,False,False,91,0.054881573,94.74292316580012,95.0,True,0.03892035931109344,1.059547417658629,1.2046432
GBP2,False,False,266,0.18544194,84.63316002310803,321.0,True,0.09668208681129291,1.795266978919153,2.334257
LRRC8D,False,False,300,0.21663778,82.66897746967071,375.0,True,0.24024287252643134,1.159349133586608,1.3578775
BTBD8,False,False,35,0.021374928,97.97804737146159,37.0,True,0.0496234946382141,1.3179116081725388,1.6013321
GFI1,False,False,23,0.013864818,98.67128827267476,24.0,True,0.016853712506810756,1.2839511613941272,1.5491897
DIPK1A,False,False,88,0.054881573,94.9162333911034,95.0,True,0.08035175035436437,1.132123896546562,1.3160762
CCDC18-AS1,False,False,697,0.57423455,59.73425765453495,994.0,True,0.3829303556141908,1.0581909855099116,1.2629538
CNN3,False,False,88,0.054881573,94.9162333911034,95.0,True,0.0410886123661572,1.1493138316885079,1.3424695
DPYD,False,False,950,1.0075101,45.11842865395725,1744.0,True,0.7071760105875282,1.2854446600011706,1.3994995
PALMD,False,False,2,0.004621606,99.8844598497978,8.0,True,0.03692786030154785,2.497384111491674,3.412278
AC093019.2,False,False,58,0.034662046,96.64933564413633,60.0,True,0.05630821603458786,1.322357094241162,1.6081576
VAV3,False,False,942,0.938186,45.58058925476603,1624.0,True,0.7053420339556693,1.5628938137535007,1.9325405
AKNAD1,False,False,170,0.10803004,90.1790872328134,187.0,True,0.13394234103129105,1.2423156506453128,1.4852631
GNAT2,False,False,10,0.0057770074,99.42229924898902,10.0,True,0.024059703626938104,1.1381237906029387,1.3252884
CD53,False,False,726,0.6915078,58.05892547660312,1197.0,True,0.5814798310624925,1.6161464641234535,2.0348506
CTTNBP2NL,False,False,28,0.016753322,98.38243789716927,29.0,True,0.0311834752709184,1.2806718587010106,1.5441548
RHOC,False,False,434,0.3217793,74.92778740612363,557.0,True,0.27747216236713224,1.5164303154313576,2.2805152
LRIG2,False,False,100,0.06354708,94.22299248989023,110.0,True,0.11175963408292146,1.4883862954030311,1.8630766
PHTF1,False,False,999,1.5632583,42.287694974003465,2706.0,True,0.9542973530497021,1.986894882187977,2.1946018
AL137856.1,False,False,38,0.023685731,97.80473714615829,41.0,True,0.07340642644531366,1.2703836450373194,1.5283583
PTPN22,False,False,185,0.13056037,89.31253610629693,226.0,True,0.12736033689339546,1.3934921386899302,1.7173774
OLFML3,False,False,1,0.0017331023,99.94222992489891,3.0,True,0.0501493924401537,2.8100829471195943,3.8923914
LINC01765,False,False,148,0.10167533,91.45002888503755,176.0,True,0.1353611438790212,1.3948606519531523,1.7194786
ATP1A1-AS1,False,False,42,0.024841132,97.5736568457539,43.0,True,0.0328301528708486,1.0548307589353583,1.1974014
AL445231.1,False,False,17,0.009820913,99.01790872328135,17.0,True,0.028257895702967436,1.2116269408761846,1.4381441
TENT5C,False,False,140,0.08838821,91.91218948584633,153.0,True,0.1425754340706991,1.1288062192465338,1.3109823
PHGDH,False,False,434,0.34777585,74.92778740612363,602.0,True,0.23232228206218852,1.067147779721485,1.2163128
AC253572.2,False,False,366,0.32351243,78.85615251299826,560.0,True,0.20632609653504522,1.0795024703497937,1.2352821
AC246680.1,False,False,1,0.00057770073,99.94222992489891,1.0,True,0.015515253911722994,1.6194883373296352,2.064369
NBPF15,False,False,6,0.0034662045,99.65337954939342,6.0,True,0.027430231281041936,1.4718977534669113,1.8377603
AC245014.3,False,False,180,0.13229348,89.60138648180242,229.0,True,0.0835942965885247,1.123317025726957,1.3025542
TXNIP,False,False,736,0.73136914,57.48122472559214,1266.0,True,0.691734262961681,1.8126310953772022,2.4123409
NBPF9,False,False,23,0.014442518,98.67128827267476,25.0,True,0.03509634872020021,2.3651306905770824,3.2092178
HIST2H2BE,False,False,207,0.1594454,88.0415944540728,276.0,True,0.14213728405598805,1.194623444012737,1.4120371
PLEKHO1,False,False,242,0.1548238,86.01964182553438,268.0,True,0.13312566035169549,1.2405773830428277,1.4825943
ADAMTSL4-AS1,False,False,183,0.13344887,89.42807625649914,231.0,True,0.1849964006348832,1.8019827244257214,2.3445683
MCL1,False,False,827,0.81398034,52.224147891392256,1409.0,True,0.6654954998711632,1.3619363446843853,1.5464569
CTSS,False,False,630,0.50895435,63.60485268630849,881.0,True,0.31416150637766493,1.1494521065965329,1.4656073
CTSK,False,False,8,0.004621606,99.53783939919121,8.0,True,0.011444173170491647,1.1021032006308675,1.2699828
C1orf56,False,False,165,0.12016176,90.46793760831889,208.0,True,0.19168867227040737,1.067887973077646,1.2174493
TNFAIP8L2,False,False,70,0.042749856,95.95609474292317,74.0,True,0.05863954947337041,1.1086196622494227,1.2799882
S100A10,False,False,372,0.29693818,78.50953206239168,514.0,True,0.28978957756377727,1.2645795908271442,1.721258
AL450992.1,False,False,5,0.006354708,99.71114962449451,11.0,True,0.013383559529345043,1.294536011560632,1.5654415
S100A11,False,False,271,0.19930676,84.34430964760254,345.0,True,0.23181439865966297,2.2663453312604447,3.0575442
S100A6,False,False,1311,12.916233,24.263431542461,22358.0,True,2.969218817172852,2.888365638301278,1.3988115
S100A16,False,False,7,0.006354708,99.59560947429232,11.0,True,0.027822951848638557,2.2097020439861734,2.9705749
NUP210L,False,False,28,0.016753322,98.38243789716927,29.0,True,0.019724394929101205,1.2112097640199992,1.4375036
PBXIP1,False,False,416,0.31831312,75.96764875794338,551.0,True,0.256002167567361,1.068148511514831,1.2178493
EFNA1,False,False,6,0.0034662045,99.65337954939342,6.0,True,0.016997441073669226,1.7114705902625313,2.2055972
TRIM46,False,False,20,0.011554015,98.84459849797804,20.0,True,0.00909122098479082,1.0817553323194926,1.238741
ETV3,False,False,179,0.11669555,89.65915655690353,202.0,True,0.17177554563328673,1.0684467114466207,1.2183071
FCRL5,False,False,4,0.0028885037,99.7689196995956,5.0,True,0.03340474360632759,1.403724261603726,1.7330877
FCRL2,False,False,2,0.0011554015,99.8844598497978,2.0,True,0.022439973526460464,1.3452542369891884,1.6433136
FCRL1,False,False,4,0.0034662045,99.7689196995956,6.0,True,0.06790123712073295,2.2056605995486325,2.9643695
IFI16,False,False,731,0.65973425,57.77007510109763,1142.0,True,0.4337886080172019,1.1698613389682146,1.5109278
FCER1A,False,False,407,0.96764874,76.48757943385327,1675.0,True,0.8335172244327476,2.9817328867383113,3.854759
SLAMF6,False,False,3,0.0017331023,99.8266897746967,3.0,True,0.01769480151633271,1.19193625559083,1.4079113
CD48,False,False,181,0.13518198,89.54361640670133,234.0,True,0.10637020589964274,1.4277912704014355,1.7700398
LY9,False,False,4,0.0034662045,99.7689196995956,6.0,True,0.04981666156737626,2.4830820567959413,3.3903186
NIT1,False,False,196,0.119584054,88.67706528018486,207.0,True,0.14679193333142704,1.1598780729877456,1.3586895
FCGR2B,False,False,2,0.0011554015,99.8844598497978,2.0,True,0.013295825849429215,1.3058468072881433,1.582808
FCRLA,False,False,2,0.0028885037,99.8844598497978,5.0,True,0.043222651704432034,2.272279245204321,3.066655
DDR2,False,False,19,0.011554015,98.90236857307914,20.0,True,0.019512814416585218,1.5823539863153535,2.0073533
PBX1,False,False,684,0.7700751,60.48526863084922,1333.0,True,0.7292125526009001,1.403850633687026,1.6269835
AL357568.2,False,False,11,0.006354708,99.36452917388793,11.0,True,0.018683454521812196,1.62540814200664,2.073458
RCSD1,False,False,700,0.6839977,59.56094742923166,1184.0,True,0.4783269839367616,1.594135906713522,2.4530673
XCL1,False,False,1,0.0028885037,99.94222992489891,5.0,True,0.013666082826035845,1.491654908916095,1.8680952
SELL,False,False,894,1.2668978,48.35355285961872,2193.0,True,0.584407803424843,1.731724443274619,2.2569015
SELE,False,False,2,0.0028885037,99.8844598497978,5.0,True,0.03692786030154785,2.497384111491674,3.412278
BX284613.2,False,False,9,0.006354708,99.48006932409012,11.0,True,0.05966452746476994,2.0522813560223288,2.7288733
FMO3,False,False,1,0.00057770073,99.94222992489891,1.0,True,0.016997441073669226,1.7114705902625313,2.2055972
FMO2,False,False,1,0.0017331023,99.94222992489891,3.0,True,0.0501493924401537,2.8100829471195943,3.8923914
DNM3,False,False,309,0.26747546,82.14904679376083,463.0,True,0.33639469667169974,1.4703745886749635,2.1782444
RASAL2,False,False,242,0.18428653,86.01964182553438,319.0,True,0.2554038187898504,1.267638246103134,1.5241431
RALGPS2,False,False,298,0.21317157,82.78451761987291,369.0,True,0.33911243123327445,1.1636660820537268,1.4971707
ANGPTL1,False,False,328,0.22530329,81.05141536683998,390.0,True,0.323529273800787,1.779183977617939,2.8639832
CEP350,False,False,560,0.42749855,67.64875794338532,740.0,True,0.44747471820308327,1.2124713249345955,1.6055471
MR1,False,False,101,0.064124785,94.16522241478914,111.0,True,0.11864726137104184,1.22534640404997,1.4592087
AL713852.1,False,False,91,0.054881573,94.74292316580012,95.0,True,0.06860325309956887,1.2577901222272516,1.5090224
PLA2G4A,False,False,349,0.25187752,79.83824378971693,436.0,True,0.28624540598076736,1.6241204295105565,2.5196507
ERVMER61-1,False,False,71,0.064124785,95.89832466782207,111.0,True,0.09148201597242206,1.1075524874160645,1.2783496
RGS18,False,False,135,0.12824957,92.20103986135182,222.0,True,0.2411259903607995,1.190504108117428,1.4057124
AL390957.1,False,False,22,0.013287118,98.72905834777586,23.0,True,0.01023647776969926,1.2009772022195915,1.4217926
RGS1,False,False,166,0.16002311,90.41016753321779,277.0,True,0.24214317089404563,1.9604876435673233,2.5879345
RGS2,False,False,181,0.13056037,89.54361640670133,226.0,True,0.1991917880979574,1.492244410274544,1.8690003
CRB1,False,False,10,0.006932409,99.42229924898902,12.0,True,0.02030236488281039,1.5058494862732639,1.8898894
PTPRC,False,False,1016,1.202773,41.30560369728481,2082.0,True,0.7843894720289607,1.8029869948489852,2.3938124
AL157402.2,False,False,139,0.08549971,91.96995956094743,148.0,True,0.11885410719285051,1.1105239802844022,1.282912
MIR181A1HG,False,False,438,0.51993066,74.69670710571924,900.0,True,0.3244367534720363,1.935347383215053,3.210758
KDM5B,False,False,578,0.46793762,66.60889659156557,810.0,True,0.47523891161348986,1.6424933323773916,2.5604494
LAX1,False,False,34,0.02195263,98.03581744656267,38.0,True,0.013685934798307169,1.2264113859607577,1.4608439
PLEKHA6,False,False,75,0.045060657,95.66724436741768,78.0,True,0.035632386420902634,1.1543393443535985,1.3501855
MDM4,False,False,641,0.49162334,62.969381860196414,851.0,True,0.514329845908279,1.0777220641192369,1.3063242
TMCC2,False,False,17,0.012131716,99.01790872328135,21.0,True,0.04161162965466307,1.4376210498667992,1.7851323
SLC45A3,False,False,49,0.03061814,97.1692663200462,53.0,True,0.025330827122502755,1.225859837274965,1.459997
RHEX,False,False,683,0.74292314,60.54303870595032,1286.0,True,0.34861277774385313,1.20926926265811,1.5984366
FCMR,False,False,31,0.019641826,98.20912767186597,34.0,True,0.0888952073520999,1.807348290504932,2.3528063
UTP25,False,False,85,0.051415365,95.0895436164067,89.0,True,0.09479447601883245,1.2390432410582928,1.4802387
SERTAD4,False,False,1,0.00057770073,99.94222992489891,1.0,True,0.016997441073669226,1.7114705902625313,2.2055972
C1orf115,False,False,3,0.0017331023,99.8266897746967,3.0,True,0.01319994589145895,1.456717024565684,1.814452
HLX-AS1,False,False,71,0.04390526,95.89832466782207,76.0,True,0.02850636880348446,1.243124209052502,1.4865046
HLX,False,False,58,0.036395147,96.64933564413633,63.0,True,0.029362801292823325,1.0729005611438804,1.2251456
DUSP10,False,False,289,0.20103987,83.30444829578279,348.0,True,0.21677866942895746,1.2160759800379008,1.4449751
AC099066.2,False,False,5,0.0034662045,99.71114962449451,6.0,True,0.016997441073669226,1.7114705902625313,2.2055972
TMEM63A,False,False,120,0.075678796,93.06759098786829,131.0,True,0.10150470900809569,1.1139486756848853,1.2881702
ITPKB,False,False,107,0.06585789,93.81860196418256,114.0,True,0.0956927012154755,1.1271978990880558,1.3085129
LINC02814,False,False,3,0.0028885037,99.8266897746967,5.0,True,0.013056371499180817,1.0809200254140936,1.2374585
PCNX2,False,False,232,0.1542461,86.59734257654534,267.0,True,0.16131751910998013,1.515749286520038,1.9050894
TARBP1,False,False,518,0.3847487,70.07510109763142,666.0,True,0.39802552167742766,1.117169924685655,1.3939217
NID1,False,False,7,0.004621606,99.59560947429232,8.0,True,0.024024359295738214,1.417783489129043,1.754674
CHRM3,False,False,883,1.0566146,48.98902368573079,1829.0,True,0.6869526052436351,1.3015661890869472,1.4304726
SDCCAG8,False,False,757,0.6441363,56.2680531484691,1115.0,True,0.4392911956477757,1.1797814241818372,1.5329562
AL645465.1,False,False,38,0.02195263,97.80473714615829,38.0,True,0.03010205948864195,1.1529203259910583,1.3480067
EFCAB2,False,False,645,0.52859616,62.738301559792035,915.0,True,0.43386724078533156,1.0935399634622507,1.3414493
KIF26B,False,False,55,0.034662046,96.82264586943963,60.0,True,0.055579608389054756,1.166821548744086,1.3693506
NLRP3,False,False,64,0.03928365,96.30271519352975,68.0,True,0.04128398792900511,1.1005937090360813,1.2676651
ID2,False,False,269,0.26227614,84.45984979780474,454.0,True,0.32418028944381605,1.594746317163838,2.4544227
RN7SL832P,False,False,28,0.01617562,98.38243789716927,28.0,True,0.025863469606768278,1.2222681519759993,1.4544824
SLC66A3,False,False,234,0.14326979,86.48180242634315,248.0,True,0.1753273197225665,1.0667895083304717,1.2157627
MIR3681HG,False,False,29,0.017908724,98.32466782206816,31.0,True,0.04138819533332254,1.092118892956296,1.2546531
LINC01804,False,False,1,0.00057770073,99.94222992489891,1.0,True,0.01067043215933259,1.2427135698306102,1.485874
AC010745.2,False,False,91,0.055459272,94.74292316580012,96.0,True,0.06742372367567905,1.498566049607394,1.8787065
AC010880.1,False,False,54,0.035239745,96.88041594454073,61.0,True,0.034995887756973175,1.0792292108821597,1.2348624
FAM49A,False,False,59,0.036395147,96.59156556903524,63.0,True,0.06208410516794523,1.1329778086636384,1.3173873
DNAJC27,False,False,275,0.18659735,84.11322934719814,323.0,True,0.2439291883350127,1.5702921556204343,1.9888337
AC010896.1,False,False,15,0.008665511,99.13344887348353,15.0,True,0.0181898140278857,1.6476348407822479,2.1075847
FOSL2,False,False,186,0.119584054,89.25476603119584,207.0,True,0.07513442504766701,1.0863133298743939,1.2457393
SPDYA,False,False,49,0.03235124,97.1692663200462,56.0,True,0.11504933472379839,2.2850885677252806,3.0863223
ALK,False,False,33,0.020219527,98.09358752166378,35.0,True,0.022521441425629334,1.371071375086136,1.6829529
LTBP1,False,False,283,0.50895435,83.65106874638937,881.0,True,0.8083216531861435,1.8392967643011127,2.4635715
LINC01320,False,False,11,0.006354708,99.36452917388793,11.0,True,0.021425291247311237,1.1913926689392145,1.4070767
CRIM1,False,False,106,0.06874639,93.87637203928365,119.0,True,0.07549647157254147,1.8041709260530339,2.347928
CYP1B1-AS1,False,False,24,0.014442518,98.61351819757365,25.0,True,0.025933240831321272,1.3351478770908665,1.6277964
SLC8A1-AS1,False,False,10,0.006354708,99.42229924898902,11.0,True,0.02559971271961548,1.4783879035458154,1.8477252
EML4,False,False,408,0.29982668,76.42980935875217,519.0,True,0.3930419112229776,1.268573599243392,1.7301271
OXER1,False,False,9,0.0051993066,99.48006932409012,9.0,True,0.01067043215933259,1.2427135698306102,1.485874
HAAO,False,False,86,0.05199307,95.03177354130561,90.0,True,0.03630627659083374,1.247142275632582,1.4926739
ZFP36L2,False,False,1370,3.3651068,20.854997111496242,5825.0,True,1.304884350431128,1.639417681141412,1.3208647
PRKCE,False,False,439,0.34950894,74.63893703061815,605.0,True,0.4028450014411875,1.392793045197001,2.0059676
AC018682.1,False,False,157,0.10109763,90.93009820912768,175.0,True,0.11182606489933569,1.856673143712654,2.428539
TTC7A,False,False,372,0.29693818,78.50953206239168,514.0,True,0.24927375020080794,1.0758684918219135,1.2297025
STPG4,False,False,78,0.04794916,95.49393414211438,83.0,True,0.08694242885446327,1.174896619451574,1.3817489
EPCAM-DT,False,False,38,0.022530328,97.80473714615829,39.0,True,0.031623910566540826,1.1104689688640923,1.2828275
NRXN1,False,False,10,0.0057770074,99.42229924898902,10.0,True,0.030440451310407835,1.2947600921996114,1.5657856
ACYP2,False,False,566,0.4500289,67.30213749277874,779.0,True,0.32383045778838715,1.0844504456856803,1.3212652
SPTBN1,False,False,380,0.27325246,78.0473714615829,473.0,True,0.3239187854739012,1.6444170385935843,2.564721
LINC01122,False,False,603,0.5459272,65.16464471403813,945.0,True,0.37424903822636113,1.9083838194470477,3.150883
BCL11A,False,False,900,0.9295205,48.00693240901212,1609.0,True,0.6370054191147877,1.2968922438260098,1.4214929
LINC01185,False,False,15,0.009243212,99.13344887348353,16.0,True,0.043276014466250075,2.130480144445807,2.8489387
REL,False,False,545,0.3945696,68.5153090699018,683.0,True,0.3824196283065704,1.1920672064623639,1.5602379
PEX13,False,False,260,0.17215483,84.97978047371461,298.0,True,0.1972870044391337,1.145285605124205,1.3362845
WDPCP,False,False,568,0.4644714,67.18659734257655,804.0,True,0.4088980755784665,1.165788039147653,1.5018827
CEP68,False,False,335,0.2270364,80.64702484113229,393.0,True,0.1991865918067359,1.0887971278529784,1.2495528
MEIS1,False,False,922,1.2339689,46.735990756787984,2136.0,True,0.8808531579603396,1.6735383417931589,1.6716814
LINC01798,False,False,82,0.051415365,95.26285384171,89.0,True,0.0725086007044082,1.8194884615892202,2.3714464
PLEK,False,False,441,0.64240324,74.52339688041593,1112.0,True,0.9568733346892366,2.401554532153909,2.886574
ARHGAP25,False,False,322,0.26054305,81.39803581744656,451.0,True,0.2875518484458997,1.5087056717037197,2.263362
AAK1,False,False,288,0.19757366,83.36221837088388,342.0,True,0.2156234633101953,1.6720977737107143,2.1451447
AC007881.3,False,False,4,0.002310803,99.7689196995956,4.0,True,0.00909122098479082,1.0817553323194926,1.238741
AC005041.5,False,False,41,0.024841132,97.631426920855,43.0,True,0.052983564279525726,1.8371416750707863,2.3985507
M1AP,False,False,7,0.004043905,99.59560947429232,7.0,True,0.014062945515396094,1.0829029008528506,1.240503
TCF7L1,False,False,4,0.0028885037,99.7689196995956,5.0,True,0.03726670054799295,2.313369075083162,3.1297438
VAMP5,False,False,716,0.65684575,58.636626227614094,1137.0,True,0.279431512672381,1.0828791764739878,1.3177761
AC015971.1,False,False,48,0.028307337,97.22703639514731,49.0,True,0.03267261777579544,1.1752980291274777,1.3823652
AC068279.2,False,False,34,0.020219527,98.03581744656267,35.0,True,0.03645247543380856,1.0834402402714436,1.241328
EIF2AK3,False,False,227,0.14731368,86.88619295205083,255.0,True,0.2135514533923993,1.2077153744461764,1.4321383
IGKC,False,False,9,0.0768342,99.48006932409012,133.0,True,0.8526480509405107,4.341011626196852,6.1230845
AC092835.1,False,False,16,0.009243212,99.07567879838244,16.0,True,0.058074363532852634,1.8873880834863772,2.4756985
